Read file in one pass,File size is 64Kb
Block read entry,002E1A6F
Block read exit,002E3A91
Block read entry,002E3E23
Block read exit,002E5E84
Block read entry,002E5F99
Block read exit,002E82AE
Block read entry,002E83C3
Block read exit,002EA3CD
Block read entry,002EA4E2
Block read exit,002EC7B3
Block read entry,002EC8C8
Block read exit,002EEB75
Block read entry,002EEC8A
Block read exit,002F0CAB
Block read entry,002F0DC0
Block read exit,002F30B1
Block read entry,002F31C6
Block read exit,002F5215
Block read entry,002F532A
Block read exit,002F7383
Block read entry,002F7498
Block read exit,002F977F
Block read entry,002F9894
Block read exit,002FB89F
Block read entry,002FB9B4
Block read exit,002FDC53
Block read entry,002FDD68
Block read exit,002FFD77
Block read entry,002FFE8C
Block read exit,00301F09
Block read entry,0030201E
Block read exit,0030431D
Block read entry,00304432
Block read exit,00306496
Block read entry,003065AB
Block read exit,003088BC
Block read entry,003089D1
Block read exit,0030ACEA
Block read entry,0030ADFF
Block read exit,0030CECE
Block read entry,0030CFE3
Block read exit,0030F3AD
Block read entry,0030F4C2
Block read exit,003115A3
Block read entry,003116B9
Block read exit,0031382C
Block read entry,00313941
Block read exit,00315C3C
Block read entry,00315D51
Block read exit,00317EF1
Block read entry,00318006
Block read exit,0031A450
Block read entry,0031A565
Block read exit,0031C876
Block read entry,0031C98B
Block read exit,0031EB42
Block read entry,0031EC57
Block read exit,003210D7
Block read entry,003211EC
Block read exit,0032369B
Block read entry,003237B0
Block read exit,003257D4
Block read entry,003258E9
Block read exit,00327C04
Block read entry,00327D19
Block read exit,00329D4F
Block read entry,00329E64
Block read exit,0032BE8C
Block read entry,0032BFA1
Block read exit,0032E292
Block read entry,0032E3A7
Block read exit,003303BD
Block read entry,003304D2
Block read exit,00332774
Block read entry,00332889
Block read exit,003348B1
Block read entry,003349C6
Block read exit,003369F2
Block read entry,00336B07
Block read exit,00338E0D
Block read entry,00338F22
Block read exit,0033AF4F
Block read entry,0033B064
Block read exit,0033D304
Block read entry,0033D419
Block read exit,0033F71A
Block read entry,0033F82F
Block read exit,00341857
Block read entry,0034196C
Block read exit,00343C0B
Block read entry,00343D20
Block read exit,00345D48
Block read entry,00345E5D
Block read exit,00347E7E
Block read entry,00347F93
Block read exit,0034A2AE
Block read entry,0034A3C3
Block read exit,0034C3F6
Block read entry,0034C50B
Block read exit,0034E7B1
Block read entry,0034E8C6
